nodes,time
100,0.006773600005544722
200,0.02298020000307588
300, 0.04821310000261292  
500,0.1978339999986929
600,0.3787933999992674
700,0.5312836000011885
800, 0.8786972000016249
900, 1.2048691999953007
1000,1.1896997000003466
1500,5.008669299997564
2000,11.89454719999776
2500,22.903902600002766
3000,39.11243950000062
4000,90.6919784999991
5000,175.240203500005
6000, 301.78310280000005
7000,477.6039055000001
